,h,min,Departure Count,Arrival Count,Operation Count
118,1,58,0,0,0
119,1,59,0,0,0
120,2,0,0,0,0
121,2,1,0,0,0
122,2,2,0,0,0
123,2,3,0,0,0
124,2,4,0,0,0
125,2,5,0,0,0
126,2,6,0,0,0
127,2,7,0,0,0
128,2,8,0,0,0
129,2,9,0,0,0
130,2,10,0,0,0
131,2,11,0,0,0
132,2,12,0,0,0
133,2,13,0,0,0
134,2,14,0,0,0
135,2,15,0,0,0
136,2,16,0,0,0
137,2,17,0,0,0
138,2,18,0,0,0
139,2,19,0,0,0
140,2,20,0,0,0
141,2,21,0,0,0
142,2,22,0,0,0
143,2,23,0,0,0
144,2,24,0,0,0
145,2,25,0,0,0
146,2,26,0,0,0
147,2,27,0,0,0
148,2,28,0,0,0
149,2,29,0,0,0
150,2,30,0,0,0
151,2,31,0,0,0
152,2,32,0,0,0
153,2,33,0,0,0
154,2,34,0,0,0
155,2,35,0,0,0
156,2,36,0,0,0
157,2,37,0,0,0
158,2,38,0,0,0
159,2,39,0,0,0
160,2,40,0,0,0
161,2,41,0,0,0
162,2,42,0,0,0
163,2,43,0,0,0
164,2,44,0,0,0
165,2,45,0,0,0
166,2,46,0,0,0
167,2,47,0,0,0
168,2,48,0,0,0
169,2,49,0,0,0
170,2,50,0,0,0
171,2,51,0,0,0
172,2,52,0,0,0
173,2,53,0,0,0
174,2,54,0,0,0
175,2,55,0,0,0
176,2,56,0,0,0
177,2,57,0,0,0
178,2,58,0,0,0
179,2,59,0,0,0
180,3,0,0,0,0
181,3,1,0,0,0
182,3,2,0,0,0
183,3,3,0,0,0
184,3,4,0,0,0
185,3,5,0,0,0
186,3,6,0,0,0
187,3,7,0,0,0
188,3,8,0,0,0
189,3,9,0,0,0
190,3,10,0,0,0
191,3,11,0,0,0
192,3,12,0,0,0
193,3,13,0,0,0
194,3,14,0,0,0
195,3,15,0,0,0
196,3,16,0,0,0
197,3,17,0,0,0
198,3,18,0,0,0
199,3,19,0,0,0
200,3,20,0,0,0
201,3,21,0,0,0
202,3,22,0,0,0
203,3,23,0,0,0
204,3,24,0,0,0
205,3,25,0,0,0
206,3,26,0,0,0
207,3,27,0,0,0
208,3,28,0,0,0
209,3,29,0,0,0
210,3,30,0,0,0
211,3,31,0,0,0
212,3,32,0,0,0
213,3,33,0,0,0
214,3,34,0,0,0
215,3,35,0,0,0
216,3,36,0,0,0
217,3,37,0,0,0
218,3,38,0,0,0
219,3,39,0,0,0
220,3,40,0,0,0
221,3,41,0,0,0
222,3,42,0,0,0
223,3,43,0,0,0
224,3,44,0,0,0
225,3,45,0,0,0
226,3,46,0,0,0
227,3,47,0,0,0
228,3,48,0,0,0
229,3,49,0,0,0
230,3,50,0,0,0
231,3,51,0,0,0
232,3,52,0,0,0
233,3,53,0,0,0
234,3,54,0,0,0
235,3,55,0,0,0
236,3,56,0,0,0
237,3,57,0,0,0
238,3,58,0,0,0
239,3,59,0,0,0
240,4,0,0,0,0
241,4,1,0,0,0
242,4,2,0,0,0
243,4,3,0,0,0
244,4,4,0,0,0
245,4,5,0,0,0
246,4,6,0,0,0
247,4,7,0,0,0
248,4,8,0,0,0
249,4,9,0,0,0
250,4,10,0,0,0
251,4,11,0,0,0
252,4,12,0,0,0
253,4,13,0,0,0
254,4,14,0,0,0
255,4,15,0,0,0
256,4,16,0,0,0
257,4,17,0,0,0
258,4,18,0,0,0
259,4,19,0,0,0
260,4,20,0,0,0
261,4,21,0,0,0
262,4,22,0,0,0
263,4,23,0,0,0
264,4,24,0,0,0
265,4,25,0,0,0
266,4,26,0,0,0
267,4,27,0,0,0
268,4,28,0,0,0
269,4,29,0,0,0
270,4,30,0,0,0
271,4,31,0,0,0
272,4,32,0,0,0
273,4,33,0,0,0
274,4,34,0,0,0
275,4,35,0,0,0
276,4,36,0,0,0
277,4,37,0,0,0
278,4,38,0,0,0
279,4,39,0,0,0
280,4,40,0,0,0
281,4,41,0,0,0
282,4,42,0,0,0
283,4,43,0,0,0
284,4,44,0,0,0
285,4,45,0,0,0
286,4,46,0,0,0
287,4,47,0,0,0
288,4,48,0,0,0
289,4,49,0,0,0
290,4,50,0,0,0
291,4,51,0,0,0
292,4,52,0,0,0
293,4,53,0,0,0
294,4,54,0,0,0
295,4,55,0,0,0
296,4,56,0,0,0
297,4,57,0,0,0
298,4,58,0,0,0
299,4,59,0,0,0
300,5,0,0,0,0
301,5,1,0,0,0
302,5,2,0,0,0
303,5,3,0,0,0
304,5,4,0,0,0
305,5,5,0,0,0
306,5,6,0,0,0
307,5,7,0,0,0
308,5,8,0,0,0
309,5,9,0,0,0
310,5,10,0,0,0
311,5,11,0,0,0
312,5,12,0,0,0
313,5,13,0,0,0
314,5,14,0,0,0
315,5,15,0,0,0
316,5,16,0,0,0
317,5,17,0,0,0
318,5,18,0,0,0
319,5,19,0,0,0
320,5,20,0,0,0
321,5,21,0,0,0
322,5,22,0,0,0
323,5,23,0,0,0
324,5,24,0,0,0
325,5,25,0,0,0
326,5,26,0,0,0
327,5,27,0,0,0
328,5,28,0,0,0
329,5,29,0,0,0
330,5,30,0,0,0
331,5,31,0,0,0
332,5,32,0,0,0
333,5,33,0,0,0
334,5,34,0,0,0
335,5,35,0,0,0
336,5,36,0,0,0
337,5,37,0,0,0
338,5,38,0,0,0
339,5,39,0,0,0
340,5,40,0,0,0
341,5,41,0,0,0
342,5,42,0,0,0
343,5,43,0,0,0
344,5,44,0,0,0
345,5,45,0,0,0
346,5,46,0,0,0
347,5,47,0,0,0
348,5,48,0,0,0
349,5,49,0,0,0
350,5,50,0,0,0
351,5,51,0,0,0
352,5,52,0,0,0
353,5,53,0,0,0
354,5,54,0,0,0
355,5,55,0,0,0
356,5,56,0,0,0
357,5,57,0,0,0
358,5,58,0,0,0
359,5,59,0,0,0
360,6,0,0,0,0
361,6,1,0,0,0
362,6,2,0,0,0
363,6,3,0,0,0
364,6,4,0,0,0
365,6,5,0,0,0
366,6,6,0,0,0
367,6,7,0,0,0
368,6,8,0,0,0
369,6,9,0,0,0
370,6,10,0,0,0
371,6,11,0,0,0
372,6,12,0,0,0
373,6,13,0,0,0
374,6,14,0,0,0
375,6,15,2,0,2
376,6,16,2,0,2
377,6,17,2,0,2
378,6,18,5,0,5
379,6,19,6,0,6
380,6,20,9,0,9
381,6,21,9,0,9
382,6,22,9,0,9
383,6,23,9,0,9
384,6,24,9,0,9
385,6,25,12,0,12
386,6,26,12,0,12
387,6,27,12,0,12
388,6,28,12,0,12
389,6,29,12,0,12
390,6,30,18,0,18
391,6,31,18,0,18
392,6,32,18,0,18
393,6,33,18,0,18
394,6,34,18,0,18
395,6,35,21,0,21
396,6,36,21,0,21
397,6,37,21,0,21
398,6,38,21,0,21
399,6,39,21,0,21
400,6,40,23,0,23
401,6,41,23,0,23
402,6,42,23,0,23
403,6,43,23,0,23
404,6,44,23,0,23
405,6,45,25,0,25
406,6,46,25,0,25
407,6,47,25,0,25
408,6,48,25,0,25
409,6,49,25,0,25
410,6,50,25,0,25
411,6,51,25,0,25
412,6,52,25,0,25
413,6,53,25,0,25
414,6,54,25,0,25
415,6,55,28,0,28
416,6,56,28,0,28
417,6,57,28,0,28
418,6,58,28,0,28
419,6,59,28,0,28
420,7,0,30,1,31
421,7,1,30,1,31
422,7,2,30,1,31
423,7,3,30,1,31
424,7,4,30,1,31
425,7,5,31,1,32
426,7,6,31,1,32
427,7,7,31,1,32
428,7,8,31,1,32
429,7,9,31,1,32
430,7,10,31,1,32
431,7,11,31,1,32
432,7,12,31,1,32
